Position,EPC,σ(PC),V(R),R-L,L-M,M-H,Description
3073101,67.89,11.43,1.42,0.86,1.16,1.55,Medium
3073110,69.77,11.35,1.38,0.88,1.20,1.59,Medium
3073200,70.4,11.54,1.44,0.89,1.21,1.61,Medium
3074001,69.18,11.49,1.43,0.88,1.18,1.58,Medium
3074010,71.14,11.38,1.38,0.90,1.22,1.63,Medium
3074100,71.51,11.68,1.48,0.91,1.23,1.64,Medium
3075000,72.97,11.74,1.49,0.93,1.26,1.67,Medium
3080004,60.51,11.04,1.35,0.77,1.01,1.36,Medium
3080013,62.66,11.04,1.33,0.79,1.05,1.42,Medium
3080022,65.23,11.01,1.3,0.83,1.10,1.48,Medium
3080031,68.09,11.03,1.29,0.86,1.16,1.55,Medium
3080040,71.16,11.15,1.3,0.90,1.22,1.63,Medium
3080103,62.92,11.22,1.39,0.80,1.06,1.42,Medium
3080112,65.07,11.24,1.38,0.82,1.10,1.48,Medium
3080121,67.62,11.21,1.35,0.86,1.15,1.54,Medium
3080130,70.45,11.23,1.34,0.89,1.21,1.61,Medium
3080202,65.54,11.3,1.4,0.83,1.11,1.49,Medium
3080211,67.7,11.32,1.39,0.86,1.15,1.54,Medium
3080220,70.22,11.29,1.36,0.89,1.20,1.61,Medium
3080301,68.46,11.31,1.38,0.87,1.17,1.56,Medium
3080310,70.61,11.35,1.37,0.89,1.21,1.62,Medium
3080400,71.58,11.38,1.38,0.91,1.23,1.64,Medium
3081003,63.49,11.29,1.41,0.80,1.07,1.44,Medium
3081012,65.57,11.27,1.39,0.83,1.11,1.49,Medium
3081021,68.06,11.21,1.35,0.86,1.16,1.55,Medium
3081030,70.86,11.19,1.32,0.90,1.22,1.62,Medium
3081102,65.88,11.49,1.46,0.83,1.12,1.50,Medium
3081111,67.95,11.47,1.44,0.86,1.16,1.55,Medium
3081120,70.41,11.41,1.4,0.89,1.21,1.61,Medium
3081201,68.49,11.54,1.46,0.87,1.17,1.56,Medium
3081210,70.52,11.56,1.45,0.89,1.21,1.61,Medium
3081300,71.32,11.58,1.45,0.90,1.23,1.63,Medium
3082002,66.72,11.51,1.46,0.84,1.13,1.52,Medium
3082011,68.66,11.46,1.43,0.87,1.17,1.57,Medium
3082020,71.09,11.37,1.38,0.90,1.22,1.63,Medium
3082101,69.08,11.7,1.51,0.88,1.18,1.58,Medium
3082110,71.01,11.66,1.48,0.90,1.22,1.63,Medium
3082200,71.61,11.81,1.53,0.91,1.23,1.64,Medium
3083001,70.14,11.73,1.51,0.89,1.20,1.60,Medium
3083010,72.04,11.62,1.45,0.91,1.24,1.65,Medium
3083100,72.49,11.92,1.56,0.92,1.25,1.66,Medium
3084000,73.76,11.94,1.56,0.94,1.28,1.69,Medium
3090003,65.27,11.48,1.46,0.83,1.11,1.48,Medium
3090012,67.42,11.51,1.45,0.85,1.15,1.54,Medium
3090021,69.94,11.47,1.42,0.89,1.20,1.60,Medium
3090030,72.76,11.49,1.4,0.92,1.26,1.67,Medium
3090102,67.68,11.68,1.51,0.86,1.15,1.54,Medium
3090111,69.83,11.7,1.5,0.88,1.20,1.60,Medium
3090120,72.32,11.68,1.47,0.92,1.25,1.66,Medium
3090201,70.27,11.76,1.52,0.89,1.21,1.61,Medium
3090210,72.41,11.79,1.51,0.92,1.25,1.66,Medium
3090300,73.12,11.78,1.5,0.93,1.26,1.68,Medium
3091002,68.24,11.74,1.53,0.86,1.16,1.56,Medium
3091011,70.28,11.74,1.51,0.89,1.21,1.61,Medium
3091020,72.72,11.67,1.47,0.92,1.25,1.67,Medium
3091101,70.63,11.92,1.57,0.90,1.21,1.62,Medium
3091110,72.66,11.94,1.56,0.92,1.25,1.67,Medium
3091200,73.17,12.03,1.59,0.93,1.26,1.68,Medium
3092001,71.4,11.96,1.58,0.91,1.23,1.64,Medium
3092010,73.34,11.92,1.55,0.93,1.27,1.68,Medium
3092100,73.77,12.16,1.64,0.94,1.28,1.69,Medium
3093000,74.8,12.17,1.63,0.95,1.30,1.72,Medium
30A0002,70.04,11.92,1.58,0.89,1.20,1.60,Medium
30A0011,72.18,11.96,1.57,0.92,1.24,1.65,Medium
30A0020,74.67,11.92,1.54,0.95,1.29,1.72,Medium
30A0101,72.45,12.11,1.63,0.92,1.25,1.66,Medium
30A0110,74.59,12.15,1.62,0.95,1.29,1.71,Medium
30A0200,75.01,12.21,1.64,0.95,1.30,1.73,Medium
30A1001,72.98,12.18,1.65,0.93,1.26,1.67,Medium
30A1010,75.02,12.18,1.63,0.95,1.30,1.73,Medium
30A1100,75.37,12.37,1.7,0.96,1.31,1.73,Medium
30A2000,76.12,12.38,1.7,0.97,1.32,1.75,Medium
30B0001,74.82,12.34,1.69,0.95,1.30,1.72,Medium
30B0010,76.96,12.38,1.69,0.98,1.34,1.77,Medium
30B0100,77.22,12.53,1.75,0.98,1.34,1.78,Medium
30B1000,77.75,12.58,1.76,0.99,1.36,1.79,Medium
30C0000,79.6,12.75,1.81,1.01,1.39,1.84,Medium
310000B,28.85,7.88,0.7,0.36,0.38,0.57,High
310001A,30.94,7.42,0.58,0.38,0.42,0.62,Medium
3100029,33.76,7.5,0.58,0.42,0.48,0.69,Medium
3100038,36.97,7.47,0.55,0.46,0.54,0.77,Medium
3100047,40.22,7.95,0.63,0.50,0.60,0.86,Medium
3100056,43.59,8.05,0.63,0.55,0.67,0.94,Low
3100065,46.99,8.53,0.72,0.59,0.74,1.02,Low
3100074,50.48,8.61,0.71,0.64,0.81,1.11,Low
3100083,53.94,9.08,0.81,0.68,0.88,1.20,Low
3100092,57.46,9.16,0.8,0.73,0.95,1.29,Low
31000A1,60.93,9.59,0.9,0.77,1.02,1.37,Low
31000B0,64.45,9.67,0.89,0.82,1.09,1.46,Low
310010A,31.76,7.79,0.66,0.40,0.44,0.64,High
3100119,33.82,7.75,0.63,0.42,0.48,0.70,Medium
3100128,36.69,7.49,0.55,0.46,0.53,0.77,Medium
3100137,39.79,7.77,0.59,0.50,0.60,0.84,Low
3100146,43.12,7.88,0.59,0.54,0.66,0.93,Low
3100155,46.38,8.36,0.68,0.58,0.73,1.01,Low
3100164,49.88,8.46,0.68,0.63,0.80,1.10,Low
3100173,53.26,8.91,0.77,0.67,0.87,1.18,Low
3100182,56.82,9.01,0.77,0.72,0.94,1.27,Low
3100191,60.23,9.44,0.86,0.76,1.00,1.36,Low
31001A0,63.8,9.53,0.86,0.81,1.08,1.45,Low
3100209,35.12,7.98,0.68,0.44,0.50,0.73,Medium
3100218,37.23,7.78,0.61,0.47,0.54,0.78,Medium
3100227,39.94,7.88,0.62,0.50,0.60,0.85,Medium
3100236,43.1,7.84,0.58,0.54,0.66,0.93,Low
3100245,46.32,8.25,0.66,0.58,0.73,1.01,Low
3100254,49.67,8.39,0.66,0.63,0.79,1.09,Low
3100263,53.04,8.82,0.75,0.67,0.86,1.18,Low
3100272,56.53,8.93,0.75,0.71,0.93,1.26,Low
3100281,59.97,9.35,0.84,0.76,1.00,1.35,Low
3100290,63.49,9.46,0.84,0.80,1.07,1.44,Low
3100308,38.57,8.18,0.7,0.48,0.57,0.81,Medium
3100317,40.69,8.24,0.7,0.51,0.61,0.87,Medium
3100326,43.4,8.06,0.63,0.55,0.67,0.94,Low
3100335,46.47,8.28,0.66,0.58,0.73,1.01,Low
3100344,49.7,8.38,0.66,0.63,0.79,1.09,Low
3100353,52.98,8.82,0.75,0.67,0.86,1.17,Low
3100362,56.4,8.93,0.75,0.71,0.93,1.26,Low
3100371,59.81,9.34,0.84,0.76,1.00,1.35,Low
3100380,63.31,9.44,0.84,0.80,1.07,1.43,Low
3100407,42.2,8.53,0.76,0.53,0.64,0.91,Medium
3100416,44.28,8.45,0.72,0.56,0.69,0.96,Medium
3100425,46.9,8.56,0.73,0.59,0.74,1.02,Low
3100434,49.95,8.48,0.68,0.63,0.80,1.10,Low
3100443,53.11,8.84,0.75,0.67,0.86,1.18,Low
3100452,56.42,8.95,0.75,0.71,0.93,1.26,Low
3100461,59.76,9.37,0.84,0.76,1.00,1.34,Low
3100470,63.23,9.46,0.84,0.80,1.06,1.43,Low
3100506,45.79,8.85,0.81,0.58,0.72,0.99,Medium
3100515,47.92,8.94,0.82,0.60,0.76,1.05,Medium
3100524,50.51,8.77,0.75,0.64,0.81,1.11,Low
3100533,53.48,8.94,0.78,0.67,0.87,1.19,Low
3100542,56.64,8.99,0.77,0.72,0.93,1.27,Low
3100551,59.87,9.39,0.85,0.76,1.00,1.35,Low
3100560,63.26,9.47,0.85,0.80,1.07,1.43,Low
3100605,49.57,9.16,0.87,0.62,0.79,1.09,Medium
3100614,51.62,9.16,0.85,0.65,0.83,1.14,Medium
3100623,54.15,9.24,0.85,0.68,0.88,1.20,Low
3100632,57.09,9.13,0.8,0.72,0.94,1.28,Low
3100641,60.18,9.42,0.85,0.76,1.00,1.35,Low
3100650,63.44,9.5,0.85,0.80,1.07,1.44,Low
3100704,53.23,9.51,0.94,0.67,0.86,1.18,Medium
3100713,55.38,9.59,0.94,0.70,0.91,1.23,Medium
3100722,57.85,9.45,0.88,0.73,0.96,1.30,Low
3100731,60.71,9.56,0.89,0.77,1.01,1.37,Low
3100740,63.78,9.57,0.87,0.81,1.08,1.44,Low
3100803,57.09,9.78,0.98,0.72,0.94,1.28,Medium
3100812,59.1,9.82,0.98,0.75,0.98,1.33,Low
3100821,61.55,9.88,0.98,0.78,1.03,1.39,Low
3100830,64.36,9.76,0.92,0.81,1.09,1.46,Low
3100902,60.77,10.14,1.06,0.77,1.02,1.37,Medium
3100911,62.9,10.2,1.06,0.80,1.06,1.42,Medium
3100920,65.27,10.09,1.01,0.83,1.11,1.48,Low
3100A01,64.65,10.37,1.1,0.82,1.09,1.47,Medium
3100A10,66.63,10.44,1.11,0.84,1.13,1.52,Low
3100B00,68.35,10.73,1.19,0.87,1.17,1.56,Medium
310100A,32.2,8.04,0.72,0.40,0.44,0.66,High
3101019,34.22,7.89,0.66,0.43,0.48,0.71,Medium
3101028,37.03,7.65,0.59,0.46,0.54,0.78,Medium
3101037,40.13,7.85,0.61,0.50,0.60,0.85,Medium
3101046,43.4,8.03,0.62,0.55,0.67,0.94,Low
3101055,46.69,8.42,0.69,0.59,0.73,1.02,Low
3101064,50.14,8.59,0.71,0.63,0.80,1.10,Low
3101073,53.56,8.95,0.78,0.68,0.87,1.19,Low
3101082,57.08,9.13,0.8,0.72,0.94,1.28,Low
3101091,60.52,9.48,0.87,0.77,1.01,1.36,Low
31010A0,64.06,9.65,0.89,0.81,1.08,1.45,Low
3101109,35.11,8.17,0.72,0.44,0.50,0.73,Medium
3101118,37.17,7.88,0.64,0.47,0.54,0.78,Medium
3101127,39.84,7.95,0.63,0.50,0.60,0.85,Medium
3101136,43.01,7.89,0.59,0.54,0.66,0.93,Low
3101145,46.18,8.3,0.67,0.58,0.72,1.00,Low
3101154,49.56,8.42,0.67,0.62,0.79,1.09,Low
3101163,52.9,8.85,0.76,0.67,0.86,1.17,Low
3101172,56.42,8.96,0.76,0.71,0.93,1.26,Low
3101181,59.83,9.38,0.85,0.76,1.00,1.35,Low
3101190,63.38,9.49,0.85,0.80,1.07,1.43,Low
3101208,38.36,8.22,0.71,0.48,0.57,0.81,Medium
3101217,40.42,8.24,0.7,0.51,0.61,0.86,Medium
3101226,43.16,8,0.62,0.54,0.66,0.93,Low
3101235,46.19,8.25,0.66,0.58,0.72,1.00,Low
3101244,49.46,8.32,0.65,0.62,0.79,1.09,Low
3101253,52.69,8.78,0.74,0.66,0.85,1.17,Low
3101262,56.15,8.87,0.74,0.71,0.92,1.25,Low
3101271,59.52,9.3,0.83,0.75,0.99,1.34,Low
3101280,63.07,9.39,0.82,0.80,1.06,1.43,Low
3101307,41.87,8.47,0.75,0.53,0.64,0.90,Medium
3101316,43.93,8.37,0.7,0.55,0.68,0.95,Medium
3101325,46.52,8.47,0.71,0.59,0.73,1.01,Low
3101334,49.61,8.39,0.66,0.62,0.79,1.09,Low
3101343,52.75,8.76,0.73,0.67,0.86,1.17,Low
3101352,56.09,8.87,0.74,0.71,0.92,1.25,Low
3101361,59.4,9.29,0.83,0.75,0.99,1.34,Low
3101370,62.89,9.38,0.82,0.80,1.06,1.42,Low
3101406,45.35,8.77,0.8,0.57,0.71,0.98,Medium
3101415,47.45,8.86,0.8,0.60,0.75,1.04,Medium
3101424,50.07,8.67,0.73,0.63,0.80,1.10,Low
3101433,53.02,8.87,0.76,0.67,0.86,1.18,Low
3101442,56.22,8.91,0.75,0.71,0.92,1.26,Low
3101451,59.42,9.33,0.84,0.75,0.99,1.34,Low
3101460,62.84,9.41,0.83,0.80,1.06,1.42,Low
3101505,49.06,9.09,0.85,0.62,0.78,1.08,Medium
3101514,51.1,9.06,0.83,0.64,0.82,1.13,Medium
3101523,53.62,9.16,0.84,0.68,0.87,1.19,Low
3101532,56.6,9.05,0.78,0.71,0.93,1.27,Low
3101541,59.67,9.36,0.84,0.75,0.99,1.34,Low
3101550,62.96,9.44,0.84,0.80,1.06,1.42,Low
3101604,52.67,9.42,0.92,0.66,0.85,1.17,Medium
3101613,54.79,9.51,0.92,0.69,0.90,1.22,Medium
3101622,57.31,9.35,0.86,0.72,0.95,1.28,Low
3101631,60.15,9.49,0.88,0.76,1.00,1.35,Low
3101640,63.27,9.5,0.85,0.80,1.07,1.43,Low
3101703,56.51,9.7,0.96,0.71,0.93,1.26,Medium
3101712,58.51,9.72,0.96,0.74,0.97,1.31,Low
3101721,60.96,9.8,0.96,0.77,1.02,1.37,Low
3101730,63.82,9.67,0.9,0.81,1.08,1.45,Low
3101802,60.15,10.05,1.04,0.76,1.00,1.35,Medium
3101811,62.28,10.12,1.05,0.79,1.05,1.41,Medium
3101820,64.69,9.99,0.99,0.82,1.09,1.47,Low
3101901,64.04,10.29,1.08,0.81,1.08,1.45,Low
3101910,66.01,10.36,1.09,0.84,1.12,1.50,Low
3101A00,67.71,10.66,1.17,0.86,1.15,1.54,Medium
3102009,35.93,8.28,0.74,0.45,0.52,0.75,Medium
3102018,37.93,8.09,0.68,0.47,0.56,0.80,Medium
3102027,40.62,8.03,0.65,0.51,0.61,0.87,Medium
3102036,43.73,8.07,0.63,0.55,0.67,0.94,Low
3102045,46.9,8.34,0.67,0.59,0.74,1.02,Low
3102054,50.25,8.59,0.71,0.63,0.81,1.11,Low
3102063,53.59,8.89,0.76,0.68,0.87,1.19,Low
3102072,57.1,9.11,0.79,0.72,0.94,1.28,Low
3102081,60.52,9.41,0.85,0.77,1.01,1.36,Low
3102090,64.05,9.63,0.89,0.81,1.08,1.45,Low
3102108,38.74,8.38,0.75,0.49,0.57,0.82,Medium
3102117,40.72,8.35,0.72,0.51,0.61,0.87,Medium
3102126,43.44,8.12,0.65,0.55,0.67,0.94,Low
3102135,46.44,8.29,0.66,0.58,0.73,1.01,Low
3102144,49.69,8.42,0.67,0.63,0.79,1.09,Low
3102153,52.91,8.8,0.74,0.67,0.86,1.17,Low
3102162,56.38,8.95,0.76,0.71,0.93,1.26,Low
3102171,59.74,9.32,0.83,0.76,0.99,1.34,Low
3102180,63.29,9.47,0.85,0.80,1.07,1.43,Low
3102207,42.01,8.55,0.76,0.53,0.64,0.90,Medium
3102216,44.02,8.38,0.71,0.55,0.68,0.95,Medium
3102225,46.59,8.45,0.7,0.59,0.73,1.01,Low
3102234,49.66,8.37,0.66,0.63,0.79,1.09,Low
3102243,52.78,8.72,0.72,0.67,0.86,1.17,Low
3102252,56.13,8.84,0.73,0.71,0.92,1.25,Low
3102261,59.42,9.24,0.81,0.75,0.99,1.34,Low
3102270,62.93,9.36,0.82,0.80,1.06,1.42,Low
3102306,45.34,8.74,0.79,0.57,0.71,0.98,Medium
3102315,47.4,8.78,0.78,0.60,0.75,1.04,Medium
3102324,50.02,8.6,0.72,0.63,0.80,1.10,Low
3102333,52.95,8.77,0.74,0.67,0.86,1.17,Low
3102342,56.15,8.85,0.73,0.71,0.92,1.25,Low
3102351,59.34,9.23,0.81,0.75,0.99,1.33,Low
3102360,62.78,9.35,0.81,0.79,1.06,1.42,Low
3102405,48.94,9.02,0.83,0.62,0.78,1.07,Medium
3102414,50.94,8.99,0.81,0.64,0.82,1.12,Low
3102423,53.45,9.07,0.81,0.67,0.87,1.19,Low
3102432,56.43,8.98,0.76,0.71,0.93,1.26,Low
3102441,59.49,9.27,0.82,0.75,0.99,1.34,Low
3102450,62.8,9.38,0.82,0.79,1.06,1.42,Low
3102504,52.45,9.35,0.9,0.66,0.85,1.16,Medium
3102513,54.55,9.43,0.9,0.69,0.89,1.21,Medium
3102522,57.06,9.28,0.84,0.72,0.94,1.28,Low
3102531,59.9,9.41,0.86,0.76,1.00,1.35,Low
3102540,63.04,9.45,0.84,0.80,1.06,1.43,Low
3102603,56.23,9.63,0.95,0.71,0.92,1.26,Medium
3102612,58.22,9.65,0.94,0.74,0.96,1.31,Low
3102621,60.67,9.72,0.94,0.77,1.01,1.37,Low
3102630,63.54,9.61,0.88,0.80,1.07,1.44,Low
3102702,59.84,9.97,1.02,0.76,1.00,1.35,Medium
3102711,61.96,10.04,1.02,0.78,1.04,1.40,Low
3102720,64.38,9.92,0.97,0.81,1.09,1.46,Low
3102801,63.71,10.22,1.06,0.81,1.07,1.44,Low
3102810,65.67,10.28,1.07,0.83,1.11,1.49,Low
3102900,67.36,10.58,1.15,0.85,1.15,1.53,Medium
3103008,39.85,8.59,0.79,0.50,0.60,0.85,Medium
3103017,41.83,8.5,0.75,0.52,0.64,0.90,Medium
3103026,44.56,8.36,0.7,0.56,0.69,0.96,Medium
3103035,47.52,8.46,0.7,0.60,0.75,1.04,Low
3103044,50.76,8.65,0.72,0.64,0.82,1.12,Low
3103053,53.96,8.94,0.77,0.68,0.88,1.20,Low
3103062,57.43,9.16,0.81,0.73,0.95,1.29,Low
3103071,60.78,9.45,0.86,0.77,1.02,1.37,Low
3103080,64.33,9.67,0.89,0.81,1.09,1.46,Low
3103107,42.71,8.74,0.81,0.54,0.65,0.92,Medium
3103116,44.65,8.58,0.75,0.56,0.69,0.97,Medium
3103125,47.19,8.57,0.73,0.59,0.74,1.03,Low
3103134,50.25,8.54,0.7,0.63,0.81,1.11,Low
3103143,53.33,8.81,0.74,0.67,0.87,1.18,Low
3103152,56.68,9,0.77,0.72,0.93,1.27,Low
3103161,59.95,9.32,0.83,0.76,1.00,1.35,Low
3103170,63.48,9.5,0.85,0.80,1.07,1.44,Low
3103206,45.78,8.84,0.81,0.58,0.72,0.99,Medium
3103215,47.78,8.85,0.8,0.60,0.76,1.04,Medium
3103224,50.37,8.65,0.73,0.63,0.81,1.11,Low
3103233,53.28,8.79,0.74,0.67,0.87,1.18,Low
3103242,56.47,8.87,0.74,0.71,0.93,1.26,Low
3103251,59.64,9.23,0.81,0.75,0.99,1.34,Low
3103260,63.07,9.37,0.82,0.80,1.06,1.43,Low
3103305,49.2,9.05,0.84,0.62,0.78,1.08,Medium
3103314,51.16,8.98,0.81,0.64,0.82,1.13,Low
3103323,53.64,9.03,0.8,0.68,0.87,1.19,Low
3103332,56.61,8.94,0.75,0.71,0.93,1.27,Low
3103341,59.66,9.22,0.8,0.75,0.99,1.34,Low
3103350,62.96,9.34,0.81,0.80,1.06,1.42,Low
3103404,52.58,9.33,0.89,0.66,0.85,1.16,Medium
3103413,54.63,9.39,0.89,0.69,0.89,1.22,Low
3103422,57.13,9.24,0.83,0.72,0.94,1.28,Low
3103431,59.96,9.35,0.84,0.76,1.00,1.35,Low
3103440,63.09,9.4,0.83,0.80,1.06,1.43,Low
3103503,56.25,9.6,0.94,0.71,0.93,1.26,Medium
3103512,58.21,9.61,0.92,0.74,0.96,1.31,Low
3103521,60.64,9.67,0.92,0.77,1.01,1.37,Low
3103530,63.51,9.57,0.87,0.80,1.07,1.44,Low
3103602,59.8,9.93,1.01,0.76,1.00,1.35,Medium
3103611,61.89,10,1.01,0.78,1.04,1.40,Low
3103620,64.3,9.88,0.96,0.81,1.09,1.46,Low
3103701,63.61,10.18,1.05,0.80,1.07,1.44,Low
3103710,65.57,10.23,1.05,0.83,1.11,1.49,Low
3103800,67.24,10.53,1.13,0.85,1.14,1.53,Low
3104007,43.92,8.99,0.86,0.55,0.68,0.95,Medium
3104016,45.93,8.9,0.82,0.58,0.72,1.00,Medium
3104025,48.5,8.85,0.79,0.61,0.77,1.06,Medium
3104034,51.54,8.87,0.77,0.65,0.83,1.14,Low
3104043,54.6,9.1,0.81,0.69,0.89,1.22,Low
3104052,57.93,9.31,0.84,0.73,0.96,1.30,Low
3104061,61.21,9.59,0.9,0.77,1.02,1.38,Low
3104070,64.72,9.79,0.93,0.82,1.09,1.47,Low
3104106,46.69,9.13,0.88,0.59,0.73,1.02,Medium
3104115,48.59,9.11,0.86,0.61,0.77,1.06,Medium
3104124,51.17,8.94,0.79,0.65,0.82,1.13,Low
3104133,54.04,9.02,0.79,0.68,0.88,1.20,Low
3104142,57.22,9.14,0.8,0.72,0.94,1.28,Low
3104151,60.37,9.43,0.86,0.76,1.01,1.36,Low
3104160,63.81,9.61,0.88,0.81,1.08,1.45,Low
3104205,49.8,9.28,0.9,0.63,0.80,1.10,Medium
3104214,51.71,9.16,0.85,0.65,0.83,1.14,Medium
3104223,54.15,9.17,0.83,0.68,0.88,1.20,Low
3104232,57.1,9.08,0.78,0.72,0.94,1.28,Low
3104241,60.12,9.33,0.83,0.76,1.00,1.35,Low
3104250,63.41,9.45,0.84,0.80,1.07,1.44,Low
3104304,52.99,9.45,0.92,0.67,0.86,1.17,Medium
3104313,54.99,9.47,0.91,0.69,0.90,1.22,Medium
3104322,57.46,9.29,0.84,0.73,0.95,1.29,Low
3104331,60.26,9.39,0.85,0.76,1.01,1.36,Low
3104340,63.38,9.43,0.83,0.80,1.07,1.43,Low
3104403,56.5,9.67,0.96,0.71,0.93,1.26,Medium
3104412,58.42,9.65,0.94,0.74,0.97,1.31,Low
3104421,60.81,9.69,0.93,0.77,1.02,1.37,Low
3104430,63.68,9.58,0.87,0.81,1.07,1.44,Low
3104502,59.92,9.97,1.02,0.76,1.00,1.35,Medium
3104511,61.97,10.03,1.02,0.78,1.04,1.40,Low
3104520,64.37,9.89,0.96,0.81,1.09,1.46,Low
3104601,63.65,10.21,1.06,0.81,1.07,1.44,Low
3104610,65.58,10.25,1.06,0.83,1.11,1.49,Low
3104700,67.22,10.55,1.14,0.85,1.14,1.53,Low
3105006,48.04,9.41,0.95,0.60,0.76,1.05,Medium
3105015,50.01,9.4,0.93,0.63,0.80,1.10,Medium
3105024,52.63,9.29,0.88,0.66,0.85,1.17,Medium
3105033,55.49,9.36,0.88,0.70,0.91,1.24,Low
3105042,58.65,9.51,0.89,0.74,0.97,1.32,Low
3105051,61.81,9.76,0.94,0.78,1.04,1.40,Low
3105060,65.23,9.95,0.97,0.83,1.10,1.48,Low
3105105,50.8,9.58,0.97,0.64,0.82,1.12,Medium
3105114,52.68,9.49,0.93,0.66,0.85,1.17,Medium
3105123,55.1,9.46,0.91,0.70,0.90,1.23,Medium
3105132,58.04,9.41,0.87,0.73,0.96,1.30,Low
3105141,61.04,9.6,0.9,0.77,1.02,1.38,Low
3105150,64.32,9.76,0.92,0.81,1.09,1.46,Low
3105204,53.75,9.7,0.99,0.68,0.88,1.19,Medium
3105213,55.67,9.69,0.97,0.70,0.91,1.24,Medium
3105222,58.1,9.5,0.89,0.73,0.96,1.30,Low
3105231,60.88,9.56,0.89,0.77,1.02,1.37,Low
3105240,63.98,9.61,0.88,0.81,1.08,1.45,Low
3105303,57.03,9.84,1,0.72,0.94,1.28,Medium
3105312,58.89,9.78,0.97,0.74,0.98,1.32,Low
3105321,61.25,9.78,0.95,0.77,1.03,1.38,Low
3105330,64.09,9.66,0.89,0.81,1.08,1.45,Low
3105402,60.28,10.07,1.04,0.76,1.01,1.36,Medium
3105411,62.27,10.1,1.04,0.79,1.05,1.41,Low
3105420,64.64,9.95,0.97,0.82,1.09,1.47,Low
3105501,63.87,10.28,1.08,0.81,1.08,1.45,Medium
3105510,65.76,10.29,1.07,0.83,1.12,1.49,Low
3105600,67.34,10.58,1.15,0.85,1.15,1.53,Medium
3106005,52.21,9.79,1.03,0.66,0.84,1.16,Medium
3106014,54.23,9.81,1.02,0.68,0.88,1.21,Medium
3106023,56.71,9.78,0.99,0.72,0.93,1.27,Medium
3106032,59.64,9.79,0.97,0.75,0.99,1.34,Low
3106041,62.64,9.95,0.99,0.79,1.05,1.42,Low
3106050,65.91,10.13,1.02,0.83,1.12,1.50,Low
3106104,54.89,10,1.07,0.69,0.90,1.22,Medium
3106113,56.76,9.99,1.05,0.72,0.94,1.27,Medium
3106122,59.22,9.85,0.99,0.75,0.98,1.33,Medium
3106131,61.98,9.88,0.97,0.78,1.04,1.40,Low
3106140,65.07,9.96,0.97,0.82,1.10,1.48,Low
3106203,57.9,10.13,1.08,0.73,0.96,1.30,Medium
3106212,59.71,10.03,1.04,0.75,0.99,1.34,Medium
3106221,62.04,10,1.01,0.78,1.04,1.40,Low
3106230,64.84,9.89,0.95,0.82,1.10,1.47,Low
3106302,60.95,10.26,1.1,0.77,1.02,1.37,Medium
3106311,62.86,10.25,1.08,0.80,1.06,1.42,Medium
3106320,65.2,10.08,1.01,0.83,1.10,1.48,Low
3106401,64.33,10.41,1.12,0.81,1.09,1.46,Medium
3106410,66.17,10.4,1.1,0.84,1.12,1.50,Low
3106500,67.66,10.66,1.17,0.86,1.15,1.54,Medium
3107004,56.42,10.21,1.12,0.71,0.93,1.26,Medium
3107013,58.41,10.26,1.12,0.74,0.97,1.31,Medium
3107022,60.95,10.2,1.08,0.77,1.02,1.37,Medium
3107031,63.71,10.25,1.07,0.81,1.07,1.44,Low
3107040,66.8,10.35,1.08,0.85,1.14,1.52,Low
3107103,59.11,10.39,1.15,0.75,0.98,1.33,Medium
3107112,60.94,10.36,1.13,0.77,1.02,1.37,Medium
3107121,63.29,10.33,1.1,0.80,1.07,1.43,Medium
3107130,66.1,10.27,1.06,0.84,1.12,1.50,Low
3107202,61.96,10.54,1.18,0.78,1.04,1.40,Medium
3107211,63.8,10.51,1.15,0.81,1.08,1.45,Medium
3107220,66.11,10.34,1.08,0.84,1.12,1.50,Low
3107301,65.1,10.63,1.18,0.82,1.10,1.48,Medium
3107310,66.87,10.58,1.15,0.85,1.14,1.52,Medium
3107400,68.23,10.82,1.22,0.86,1.16,1.56,Medium
3108003,60.64,10.59,1.2,0.77,1.01,1.37,Medium
3108012,62.69,10.65,1.21,0.79,1.05,1.42,Medium
3108021,65.11,10.66,1.19,0.82,1.10,1.48,Medium
3108030,67.94,10.64,1.16,0.86,1.16,1.55,Medium
3108102,63.28,10.8,1.25,0.80,1.07,1.43,Medium
3108111,65.13,10.81,1.24,0.82,1.10,1.48,Medium
3108120,67.49,10.71,1.19,0.85,1.15,1.54,Medium
3108201,66.17,10.9,1.26,0.84,1.12,1.50,Medium
3108210,67.92,10.85,1.23,0.86,1.16,1.55,Medium
3108300,69.12,11.05,1.29,0.88,1.18,1.58,Medium
3109002,64.9,10.98,1.3,0.82,1.10,1.47,Medium
3109011,66.93,11.07,1.31,0.85,1.14,1.52,Medium
3109020,69.39,11.04,1.28,0.88,1.19,1.58,Medium
3109101,67.52,11.15,1.33,0.86,1.15,1.54,Medium
3109110,69.35,11.18,1.33,0.88,1.19,1.58,Medium
3109200,70.29,11.3,1.36,0.89,1.21,1.61,Medium
310A001,69.15,11.36,1.39,0.88,1.18,1.58,Medium
310A010,71.22,11.43,1.4,0.90,1.22,1.63,Medium
310A100,71.72,11.54,1.43,0.91,1.23,1.64,Medium
310B000,73.43,11.71,1.48,0.93,1.27,1.69,Medium
311000A,32.97,8.34,0.78,0.41,0.46,0.67,High
3110019,34.98,8.15,0.72,0.44,0.50,0.72,Medium
